route,title,cluster,template,intent,primary_target,wave,mobile_note
/guides/partial-rewire-labour-and-materials,Partial Rewire Labour and Materials | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/partial-rewire-quote-example,Partial Rewire Quote Example | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/partial-rewire-cost-per-point,Partial Rewire Cost Per Point | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/eicr-cost-guide,Eicr Cost Guide | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/eicr-price-breakdown,Eicr Price Breakdown | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/eicr-labour-and-materials,Eicr Labour and Materials | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/eicr-quote-example,Eicr Quote Example | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/eicr-cost-per-point,Eicr Cost Per Point | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/landlord-eicr-cost-guide,Landlord Eicr Cost Guide | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/landlord-eicr-price-breakdown,Landlord Eicr Price Breakdown | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/landlord-eicr-labour-and-materials,Landlord Eicr Labour and Materials | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/landlord-eicr-quote-example,Landlord Eicr Quote Example | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/landlord-eicr-cost-per-point,Landlord Eicr Cost Per Point | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/ev-charger-installation-cost-guide,Ev Charger Installation Cost Guide | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/ev-charger-installation-price-breakdown,Ev Charger Installation Price Breakdown | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/ev-charger-installation-labour-and-materials,Ev Charger Installation Labour and Materials | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/ev-charger-installation-quote-example,Ev Charger Installation Quote Example | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/ev-charger-installation-cost-per-point,Ev Charger Installation Cost Per Point | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/solar-pv-installation-cost-guide,Solar Pv Installation Cost Guide | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/solar-pv-installation-price-breakdown,Solar Pv Installation Price Breakdown | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/solar-pv-installation-labour-and-materials,Solar Pv Installation Labour and Materials | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/solar-pv-installation-quote-example,Solar Pv Installation Quote Example | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/solar-pv-installation-cost-per-point,Solar Pv Installation Cost Per Point | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/battery-storage-installation-cost-guide,Battery Storage Installation Cost Guide | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/battery-storage-installation-price-breakdown,Battery Storage Installation Price Breakdown | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/battery-storage-installation-labour-and-materials,Battery Storage Installation Labour and Materials | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/battery-storage-installation-quote-example,Battery Storage Installation Quote Example | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/battery-storage-installation-cost-per-point,Battery Storage Installation Cost Per Point | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/fire-alarm-installation-cost-guide,Fire Alarm Installation Cost Guide | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/fire-alarm-installation-price-breakdown,Fire Alarm Installation Price Breakdown | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/fire-alarm-installation-labour-and-materials,Fire Alarm Installation Labour and Materials | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/fire-alarm-installation-quote-example,Fire Alarm Installation Quote Example | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/fire-alarm-installation-cost-per-point,Fire Alarm Installation Cost Per Point | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/emergency-lighting-installation-cost-guide,Emergency Lighting Installation Cost Guide | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/emergency-lighting-installation-price-breakdown,Emergency Lighting Installation Price Breakdown | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/emergency-lighting-installation-labour-and-materials,Emergency Lighting Installation Labour and Materials | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/emergency-lighting-installation-quote-example,Emergency Lighting Installation Quote Example | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/emergency-lighting-installation-cost-per-point,Emergency Lighting Installation Cost Per Point | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/data-cabling-installation-cost-guide,Data Cabling Installation Cost Guide | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/data-cabling-installation-price-breakdown,Data Cabling Installation Price Breakdown | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/data-cabling-installation-labour-and-materials,Data Cabling Installation Labour and Materials | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/data-cabling-installation-quote-example,Data Cabling Installation Quote Example | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/data-cabling-installation-cost-per-point,Data Cabling Installation Cost Per Point | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/shop-fit-out-cost-guide,Shop Fit-Out Cost Guide | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/shop-fit-out-price-breakdown,Shop Fit-Out Price Breakdown | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/shop-fit-out-labour-and-materials,Shop Fit-Out Labour and Materials | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/shop-fit-out-quote-example,Shop Fit-Out Quote Example | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/shop-fit-out-cost-per-point,Shop Fit-Out Cost Per Point | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/office-fit-out-cost-guide,Office Fit-Out Cost Guide | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/office-fit-out-price-breakdown,Office Fit-Out Price Breakdown | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/office-fit-out-labour-and-materials,Office Fit-Out Labour and Materials | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/office-fit-out-quote-example,Office Fit-Out Quote Example | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/office-fit-out-cost-per-point,Office Fit-Out Cost Per Point | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/garage-conversion-electrics-cost-guide,Garage Conversion Electrics Cost Guide | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/garage-conversion-electrics-price-breakdown,Garage Conversion Electrics Price Breakdown | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/garage-conversion-electrics-labour-and-materials,Garage Conversion Electrics Labour and Materials | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/garage-conversion-electrics-quote-example,Garage Conversion Electrics Quote Example | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/garage-conversion-electrics-cost-per-point,Garage Conversion Electrics Cost Per Point | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/kitchen-rewire-cost-guide,Kitchen Rewire Cost Guide | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/kitchen-rewire-price-breakdown,Kitchen Rewire Price Breakdown | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/kitchen-rewire-labour-and-materials,Kitchen Rewire Labour and Materials | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/kitchen-rewire-quote-example,Kitchen Rewire Quote Example | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/kitchen-rewire-cost-per-point,Kitchen Rewire Cost Per Point | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/bathroom-electrics-cost-guide,Bathroom Electrics Cost Guide | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/bathroom-electrics-price-breakdown,Bathroom Electrics Price Breakdown | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/bathroom-electrics-labour-and-materials,Bathroom Electrics Labour and Materials | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/bathroom-electrics-quote-example,Bathroom Electrics Quote Example | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/bathroom-electrics-cost-per-point,Bathroom Electrics Cost Per Point | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/eicr-how-to-fill-in,How to Fill In EICR | Electrician Certificate Guide,certificate-compliance,GuideTemplate,workflow + compliance,digital certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/eicr-common-mistakes,Common Mistakes EICR | Electrician Certificate Guide,certificate-compliance,GuideTemplate,workflow + compliance,digital certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/eicr-what-to-include,What to Include EICR | Electrician Certificate Guide,certificate-compliance,GuideTemplate,workflow + compliance,digital certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/eicr-example-and-template,Example and Template EICR | Electrician Certificate Guide,certificate-compliance,GuideTemplate,workflow + compliance,digital certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/eicr-when-you-need-one,When You Need One EICR | Electrician Certificate Guide,certificate-compliance,GuideTemplate,workflow + compliance,digital certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/eicr-client-handover-guide,Client Handover Guide EICR | Electrician Certificate Guide,certificate-compliance,GuideTemplate,workflow + compliance,digital certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/eicr-digital-vs-paper,Digital vs Paper EICR | Electrician Certificate Guide,certificate-compliance,GuideTemplate,workflow + compliance,digital certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/eic-how-to-fill-in,How to Fill In EIC | Electrician Certificate Guide,certificate-compliance,GuideTemplate,workflow + compliance,digital certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/eic-common-mistakes,Common Mistakes EIC | Electrician Certificate Guide,certificate-compliance,GuideTemplate,workflow + compliance,digital certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/eic-what-to-include,What to Include EIC | Electrician Certificate Guide,certificate-compliance,GuideTemplate,workflow + compliance,digital certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/eic-example-and-template,Example and Template EIC | Electrician Certificate Guide,certificate-compliance,GuideTemplate,workflow + compliance,digital certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/eic-when-you-need-one,When You Need One EIC | Electrician Certificate Guide,certificate-compliance,GuideTemplate,workflow + compliance,digital certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/eic-client-handover-guide,Client Handover Guide EIC | Electrician Certificate Guide,certificate-compliance,GuideTemplate,workflow + compliance,digital certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/eic-digital-vs-paper,Digital vs Paper EIC | Electrician Certificate Guide,certificate-compliance,GuideTemplate,workflow + compliance,digital certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/minor-works-certificate-how-to-fill-in,How to Fill In Minor Works Certificate | Electrician Certificate Guide,certificate-compliance,GuideTemplate,workflow + compliance,digital certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/minor-works-certificate-common-mistakes,Common Mistakes Minor Works Certificate | Electrician Certificate Guide,certificate-compliance,GuideTemplate,workflow + compliance,digital certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/minor-works-certificate-what-to-include,What to Include Minor Works Certificate | Electrician Certificate Guide,certificate-compliance,GuideTemplate,workflow + compliance,digital certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/minor-works-certificate-example-and-template,Example and Template Minor Works Certificate | Electrician Certificate Guide,certificate-compliance,GuideTemplate,workflow + compliance,digital certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/minor-works-certificate-when-you-need-one,When You Need One Minor Works Certificate | Electrician Certificate Guide,certificate-compliance,GuideTemplate,workflow + compliance,digital certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/minor-works-certificate-client-handover-guide,Client Handover Guide Minor Works Certificate | Electrician Certificate Guide,certificate-compliance,GuideTemplate,workflow + compliance,digital certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/minor-works-certificate-digital-vs-paper,Digital vs Paper Minor Works Certificate | Electrician Certificate Guide,certificate-compliance,GuideTemplate,workflow + compliance,digital certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/ev-charger-certificate-how-to-fill-in,How to Fill In EV Charger Certificate | Electrician Certificate Guide,certificate-compliance,GuideTemplate,workflow + compliance,digital certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/ev-charger-certificate-common-mistakes,Common Mistakes EV Charger Certificate | Electrician Certificate Guide,certificate-compliance,GuideTemplate,workflow + compliance,digital certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/ev-charger-certificate-what-to-include,What to Include EV Charger Certificate | Electrician Certificate Guide,certificate-compliance,GuideTemplate,workflow + compliance,digital certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/ev-charger-certificate-example-and-template,Example and Template EV Charger Certificate | Electrician Certificate Guide,certificate-compliance,GuideTemplate,workflow + compliance,digital certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/ev-charger-certificate-when-you-need-one,When You Need One EV Charger Certificate | Electrician Certificate Guide,certificate-compliance,GuideTemplate,workflow + compliance,digital certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/ev-charger-certificate-client-handover-guide,Client Handover Guide EV Charger Certificate | Electrician Certificate Guide,certificate-compliance,GuideTemplate,workflow + compliance,digital certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/ev-charger-certificate-digital-vs-paper,Digital vs Paper EV Charger Certificate | Electrician Certificate Guide,certificate-compliance,GuideTemplate,workflow + compliance,digital certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/solar-pv-certificate-how-to-fill-in,How to Fill In Solar PV Certificate | Electrician Certificate Guide,certificate-compliance,GuideTemplate,workflow + compliance,digital certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/solar-pv-certificate-common-mistakes,Common Mistakes Solar PV Certificate | Electrician Certificate Guide,certificate-compliance,GuideTemplate,workflow + compliance,digital certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/solar-pv-certificate-what-to-include,What to Include Solar PV Certificate | Electrician Certificate Guide,certificate-compliance,GuideTemplate,workflow + compliance,digital certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/solar-pv-certificate-example-and-template,Example and Template Solar PV Certificate | Electrician Certificate Guide,certificate-compliance,GuideTemplate,workflow + compliance,digital certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/solar-pv-certificate-when-you-need-one,When You Need One Solar PV Certificate | Electrician Certificate Guide,certificate-compliance,GuideTemplate,workflow + compliance,digital certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/solar-pv-certificate-client-handover-guide,Client Handover Guide Solar PV Certificate | Electrician Certificate Guide,certificate-compliance,GuideTemplate,workflow + compliance,digital certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/solar-pv-certificate-digital-vs-paper,Digital vs Paper Solar PV Certificate | Electrician Certificate Guide,certificate-compliance,GuideTemplate,workflow + compliance,digital certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/fire-alarm-certificate-how-to-fill-in,How to Fill In Fire Alarm Certificate | Electrician Certificate Guide,certificate-compliance,GuideTemplate,workflow + compliance,digital certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/fire-alarm-certificate-common-mistakes,Common Mistakes Fire Alarm Certificate | Electrician Certificate Guide,certificate-compliance,GuideTemplate,workflow + compliance,digital certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/fire-alarm-certificate-what-to-include,What to Include Fire Alarm Certificate | Electrician Certificate Guide,certificate-compliance,GuideTemplate,workflow + compliance,digital certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/fire-alarm-certificate-example-and-template,Example and Template Fire Alarm Certificate | Electrician Certificate Guide,certificate-compliance,GuideTemplate,workflow + compliance,digital certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/fire-alarm-certificate-when-you-need-one,When You Need One Fire Alarm Certificate | Electrician Certificate Guide,certificate-compliance,GuideTemplate,workflow + compliance,digital certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/fire-alarm-certificate-client-handover-guide,Client Handover Guide Fire Alarm Certificate | Electrician Certificate Guide,certificate-compliance,GuideTemplate,workflow + compliance,digital certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/fire-alarm-certificate-digital-vs-paper,Digital vs Paper Fire Alarm Certificate | Electrician Certificate Guide,certificate-compliance,GuideTemplate,workflow + compliance,digital certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/emergency-lighting-certificate-how-to-fill-in,How to Fill In Emergency Lighting Certificate | Electrician Certificate Guide,certificate-compliance,GuideTemplate,workflow + compliance,digital certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
